"","TractNumber","Date","AreaCode.x","BlockCode.x","BidOrder","Bid","nCompany","CompanyCode","ShareinBid","SaleDate","AreaCode.y","BlockCode.y","BlockPortion","StateCode","Acreage","PresaleValue","Type","Royalty","NumberOfBid","Reject","Reoffer","SameAs","PreviousTract","InitialTerm","HighBid","FirstSqud","Termniation","DrillingLag","ProductionLag","NumOfWell","NumOfYear_CruOilCon","NumOfYear_GasOil","ProdSpan_CruOilCon","ProdSpan_Gas","AveAnnualProd_Oil","AveAnnualPro_Gas","YearOfMaxProd_Oil","MaxAnnualPro_Oil","YearOfMaxProd_Gas","MaxAnnualPro_Gas","PredictSum_Oil","PredictSum_Gas","PredictRev","DrillCost","lbid","lvalue","lcost","Date1","BlockCode"
"1869","1572",1970-07-21,"VR","0267","3","8182691.","1","1","100.0",700721,"VR","267","P",17,2500,2721283,3,6,7,0,0,0,0,0,24943204,700914,0,0.17,2.33,7,18,18,18,18,79774.8,4534905.2,73,316332,73,12198124,1054832.6,54789907,31103070.7,12522863.8,15.9175316275843,14.816614385711,16.3430667153528,1970-07-21,"0267"
"1870","1572",1970-07-21,"VR","0267","4","4792808.","1","123","100.0",700721,"VR","267","P",17,2500,2721283,3,6,7,0,0,0,0,0,24943204,700914,0,0.17,2.33,7,18,18,18,18,79774.8,4534905.2,73,316332,73,12198124,1054832.6,54789907,31103070.7,12522863.8,15.3826270189209,14.816614385711,16.3430667153528,1970-07-21,"0267"
"1871","1572",1970-07-21,"VR","0267","5","4000421.","1","3","100.0",700721,"VR","267","P",17,2500,2721283,3,6,7,0,0,0,0,0,24943204,700914,0,0.17,2.33,7,18,18,18,18,79774.8,4534905.2,73,316332,73,12198124,1054832.6,54789907,31103070.7,12522863.8,15.2019101635458,14.816614385711,16.3430667153528,1970-07-21,"0267"
"1872","1572",1970-07-21,"VR","0267","6","3131852.","1","14","100.0",700721,"VR","267","P",17,2500,2721283,3,6,7,0,0,0,0,0,24943204,700914,0,0.17,2.33,7,18,18,18,18,79774.8,4534905.2,73,316332,73,12198124,1054832.6,54789907,31103070.7,12522863.8,14.9571350808256,14.816614385711,16.3430667153528,1970-07-21,"0267"
"1873","1572",1970-07-21,"VR","0267","7","1330078.","3","19","40.0 4 40.0 133 20.0",700721,"VR","267","P",17,2500,2721283,3,6,7,0,0,0,0,0,24943204,700914,0,0.17,2.33,7,18,18,18,18,79774.8,4534905.2,73,316332,73,12198124,1054832.6,54789907,31103070.7,12522863.8,14.1007481450948,14.816614385711,16.3430667153528,1970-07-21,"0267"
"1874","1573",1970-07-21,"EI","0270","1","520711.","1","30","100.0",700721,"EI","270","P",17,2500,395448,3,6,1,0,0,0,0,0,520711,720225,-1,1.58,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,835608.4,13.162950464336,12.8877771071797,13.6359165580029,1970-07-21,"0270"
"1875","1574",1970-07-21,"EI","0287","1","52212629.","1","9","100.0",700721,"EI","287","P",17,3750,4462270,3,6,2,0,0,0,0,0,52212629,700909,0,0.17,2,14,17,19,19,19,2544.4,7107979.3,76,8881,73,19301585,31785.1,96825104.7,40533998.1,11207864.5,17.7708349584572,15.3111683872267,16.2321263665701,1970-07-21,"0287"
"1876","1574",1970-07-21,"EI","0287","2","805971.","1","30","100.0",700721,"EI","287","P",17,3750,4462270,3,6,2,0,0,0,0,0,52212629,700909,0,0.17,2,14,17,19,19,19,2544.4,7107979.3,76,8881,73,19301585,31785.1,96825104.7,40533998.1,11207864.5,13.5998030406926,15.3111683872267,16.2321263665701,1970-07-21,"0287"
"1877","1575",1970-07-21,"EI","0307","1","11602806.","1","9","100.0",700721,"EI","307","P",17,2500,958482,3,6,2,0,0,0,0,0,11602806,700822,0,0.08,1.42,9,16,19,19,19,4854.3,2263447.9,73,36980,87,8262921,57666,30161593.9,13002781.1,7369846.4,16.2667575233761,13.7731071052646,15.8129075583881,1970-07-21,"0307"
"1878","1575",1970-07-21,"EI","0307","2","1731931.","1","15","100.0",700721,"EI","307","P",17,2500,958482,3,6,2,0,0,0,0,0,11602806,700822,0,0.08,1.42,9,16,19,19,19,4854.3,2263447.9,73,36980,87,8262921,57666,30161593.9,13002781.1,7369846.4,14.3647475289738,13.7731071052646,15.8129075583881,1970-07-21,"0307"
"1879","1576",1970-07-21,"EI","0314","2","2945415.","1","16","100.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,14.8957602819481,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1880","1576",1970-07-21,"EI","0314","6","622590.","1","30","100.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,13.3416434751838,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1881","1576",1970-07-21,"EI","0314","3","1194297.","1","15","100.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,13.9930682857217,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1882","1576",1970-07-21,"EI","0314","4","820630.","1","123","100.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,13.6178276169376,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1883","1576",1970-07-21,"EI","0314","5","679868.","2","24","75.0 23 25.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,13.429653940662,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1884","1576",1970-07-21,"EI","0314","1","6961684.","1","9","100.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,15.7559319570674,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1885","1576",1970-07-21,"EI","0314","7","604252.","1","14","100.0",700721,"EI","314","P",17,2500,1645900,3,6,7,0,0,0,0,0,6961684,701011,0,0.25,2.08,18,19,19,19,19,190972.3,2543497.1,88,629850,75,6619752,2156678.6,35562259.6,30698167.1,12332387.4,13.3117466084485,14.3137985126023,16.327739562789,1970-07-21,"0314"
"1886","1577",1970-07-21,"EI","0315","1","4641123.","1","9","100.0",700721,"EI","315","P",17,2500,2639780,3,6,1,0,0,0,0,0,4641123,720827,0,2.08,4.25,10,14,15,14,15,27537,2939430.9,87,153924,81,3973414,243049.3,25574721.5,12436426.7,7275402.8,15.350466920781,14.7862065171361,15.8000098746361,1970-07-21,"0315"
"1887","1578",1970-07-21,"SS","0094","2","4085057.","1","14","100.0",700721,"SS","94","P",17,998,8297648,3,6,2,0,0,0,0,0,7511827,700926,86,0.17,2.17,7,15,14,15,14,141005.1,228682.2,73,596020,73,1188243,1649250.7,2485533.9,13220274.6,15532235.7,15.2228462396673,15.9314827796311,16.5584282092231,1970-07-21,"0094"
"1888","1578",1970-07-21,"SS","0094","1","7511827.","1","30","100.0",700721,"SS","94","P",17,998,8297648,3,6,2,0,0,0,0,0,7511827,700926,86,0.17,2.17,7,15,14,15,14,141005.1,228682.2,73,596020,73,1188243,1649250.7,2485533.9,13220274.6,15532235.7,15.8319892697861,15.9314827796311,16.5584282092231,1970-07-21,"0094"
"1889","1579",1970-07-21,"SS","0225","1","26214419.","1","20","100.0",700721,"SS","225","P",17,2500,2438867,3,6,3,0,0,0,0,0,26214419,701102,0,0.33,2.5,42,18,18,18,18,820327.8,11292446.1,74,2877716,74,50950281,10604636.2,154830974.9,143242908,51734699.7,17.0818201608593,14.7070445551923,17.7616393077527,1970-07-21,"0225"
"1890","1579",1970-07-21,"SS","0225","2","5073539.","1","15","100.0",700721,"SS","225","P",17,2500,2438867,3,6,3,0,0,0,0,0,26214419,701102,0,0.33,2.5,42,18,18,18,18,820327.8,11292446.1,74,2877716,74,50950281,10604636.2,154830974.9,143242908,51734699.7,15.4395491596728,14.7070445551923,17.7616393077527,1970-07-21,"0225"
"1891","1579",1970-07-21,"SS","0225","3","2836745.","1","16","100.0",700721,"SS","225","P",17,2500,2438867,3,6,3,0,0,0,0,0,26214419,701102,0,0.33,2.5,42,18,18,18,18,820327.8,11292446.1,74,2877716,74,50950281,10604636.2,154830974.9,143242908,51734699.7,14.8581678260713,14.7070445551923,17.7616393077527,1970-07-21,"0225"
"1892","158",1955-07-12,"VR","0103","1","320596.","1","2","100.0",550712,"VR","103","P",17,2500,0,1,6,3,0,0,0,0,0,320596,0,-1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6779370424734,0,0,1955-07-12,"0103"
"1893","158",1955-07-12,"VR","0103","2","255242.","1","30","100.0",550712,"VR","103","P",17,2500,0,1,6,3,0,0,0,0,0,320596,0,-1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.449967393714,0,0,1955-07-12,"0103"
"1894","158",1955-07-12,"VR","0103","3","162535.","2","4","50.0 5 50.0",550712,"VR","103","P",17,2500,0,1,6,3,0,0,0,0,0,320596,0,-1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9986486421754,0,0,1955-07-12,"0103"
"1895","1580",1970-07-21,"SS","0291","1","6171674.","1","15","100.0",700721,"SS","291","P",17,1250,218835,3,6,1,0,0,0,0,0,6171674,700820,-1,0.08,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,561612.2,15.6354806718868,12.2960778698166,13.238568635691,1970-07-21,"0291"
"1896","1581",1970-07-21,"GI","0078","1","2685399.","1","123","100.0",700721,"GI","78","P",17,2500,4125618,3,6,1,0,0,0,0,0,2685399,701004,83,0.25,3,9,11,11,11,11,42251.7,669835.2,74,180509,76,1991471,348559.9,5493801.8,4927329.3,13278848,14.8033398782367,15.232726627099,16.4016830265696,1970-07-21,"0078"
"1897","1582",1970-07-21,"GI","0082","1","1174657.","1","123","100.0",700721,"GI","82","P",17,1250,937733,3,6,1,0,0,0,0,0,1174657,700923,80,0.17,3.08,13,8,7,8,7,30502.9,967779.7,74,101332,74,2724374,192878.1,5394523.4,3698314.2,12952688,13.9764867480513,13.7512216056818,16.3768139693423,1970-07-21,"0082"
"1898","1583",1970-07-21,"WD","0036","1","19664300.","1","4","100.0",700721,"WD","36","P",17,1769,351820,3,6,2,0,0,0,0,0,19664300,701012,81,0.25,0.83,6,10,11,11,11,16356.8,1500939.4,72,58339,75,6421544,136055.9,12925030.5,6448855.3,12424814.9,16.7943153669775,12.7708778025114,16.3352063129358,1970-07-21,"0036"
"1899","1583",1970-07-21,"WD","0036","2","3428997.","1","2","100.0",700721,"WD","36","P",17,1769,351820,3,6,2,0,0,0,0,0,19664300,701012,81,0.25,0.83,6,10,11,11,11,16356.8,1500939.4,72,58339,75,6421544,136055.9,12925030.5,6448855.3,12424814.9,15.047778356554,12.7708778025114,16.3352063129358,1970-07-21,"0036"
"1900","1584",1970-07-21,"WD","0080","1","34813174.","3","22","19.0 23 56.4 24 24.6",700721,"WD","80","P",17,1875,7279205,3,6,4,0,0,0,0,0,34813174,700829,0,0.08,0.83,16,20,20,20,20,701461.6,2725414.8,74,1500183,72,6960073,9796935.7,39636716,89446103,30267489.5,17.3655064363261,15.8005323482907,17.225584773696,1970-07-21,"0080"
"1901","1584",1970-07-21,"WD","0080","2","13723856.","1","4","100.0",700721,"WD","80","P",17,1875,7279205,3,6,4,0,0,0,0,0,34813174,700829,0,0.08,0.83,16,20,20,20,20,701461.6,2725414.8,74,1500183,72,6960073,9796935.7,39636716,89446103,30267489.5,16.4346461903377,15.8005323482907,17.225584773696,1970-07-21,"0080"
"1902","1584",1970-07-21,"WD","0080","3","7077146.","1","30","100.0",700721,"WD","80","P",17,1875,7279205,3,6,4,0,0,0,0,0,34813174,700829,0,0.08,0.83,16,20,20,20,20,701461.6,2725414.8,74,1500183,72,6960073,9796935.7,39636716,89446103,30267489.5,15.7723812770557,15.8005323482907,17.225584773696,1970-07-21,"0080"
"1903","1584",1970-07-21,"WD","0080","4","6228160.","1","16","100.0",700721,"WD","80","P",17,1875,7279205,3,6,4,0,0,0,0,0,34813174,700829,0,0.08,0.83,16,20,20,20,20,701461.6,2725414.8,74,1500183,72,6960073,9796935.7,39636716,89446103,30267489.5,15.6445915020363,15.8005323482907,17.225584773696,1970-07-21,"0080"
"1904","1585",1970-07-21,"MP","0102","1","285259.","2","16","50.0 30 50.0",700721,"MP","102","P",61,2497,0,3,6,1,1,0,0,0,0,285259,0,-1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5611528184974,0,0,1970-07-21,"0102"
"1905","1586",1970-12-15,"WC","0078","2","2756555.","3","21","57.0 233 29.0 52 14.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,14.8294922696516,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1906","1586",1970-12-15,"WC","0078","3","1817509.","1","30","100.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,14.4129774402345,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1907","1586",1970-12-15,"WC","0078","4","878417.","1","3","100.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,13.6858767029199,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1908","1586",1970-12-15,"WC","0078","5","578103.","1","234","100.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,13.2675073324707,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1909","1586",1970-12-15,"WC","0078","6","577310.","1","9","100.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,13.2661346629153,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1910","1586",1970-12-15,"WC","0078","7","467282.","2","22","50.0 18 50.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,13.0546882087941,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1911","1586",1970-12-15,"WC","0078","8","11320.","1","801","100.0",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,9.33432635175717,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1912","1586",1970-12-15,"WC","0078","1","7950583.","3","6","33.3 2 33.3 176 33.3",701215,"WC","78","A",17,5000,220057,1,6,8,0,0,0,0,0,7950583,710315,-1,0.25,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2086129.5,15.8887558172751,12.3016464269522,14.5508214725094,1970-12-15,"0078"
"1913","1587",1970-12-15,"WC","0095","1","14545957.","3","7","33.3 30 33.3 91 33.3",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,16.4928236435531,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1914","1587",1970-12-15,"WC","0095","2","13590112.","1","30","100.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,16.4248530274473,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1915","1587",1970-12-15,"WC","0095","8","878417.","1","3","100.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,13.6858767029199,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1916","1587",1970-12-15,"WC","0095","9","555010.","1","234","100.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,13.2267414105843,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1917","1587",1970-12-15,"WC","0095","10","11320.","1","801","100.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,9.33432635175717,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1918","1587",1970-12-15,"WC","0095","6","5165003.","2","18","50.0 22 50.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,15.4574162413682,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1919","1587",1970-12-15,"WC","0095","3","11561596.","3","21","57.0 233 28.0 52 14.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,16.2631994739625,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1920","1587",1970-12-15,"WC","0095","4","10225865.","3","6","33.0 2 33.0 176 34.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,16.1404308528921,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1921","1587",1970-12-15,"WC","0095","5","9534224.","2","123","90.0 159 10.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,16.0703984093314,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1922","1587",1970-12-15,"WC","0095","7","1765891.","1","9","100.0",701215,"WC","95","A",17,5000,3059066,1,6,10,0,0,0,0,0,14545957,710702,-1,0.58,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4387185.7,14.3841659368369,14.9336205254757,15.2941987367992,1970-12-15,"0095"
"1923","1588",1970-12-15,"WC","0145","1","5786687.","1","1","100.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,15.5710704923471,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1924","1588",1970-12-15,"WC","0145","3","1717781.","3","7","25.0 30 50.0 91 25.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,14.3565438995941,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1925","1588",1970-12-15,"WC","0145","4","1034801.","2","21","67.0 233 33.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,13.8497196956639,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1926","1588",1970-12-15,"WC","0145","5","525013.","2","22","50.0 18 50.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,13.171178303172,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1927","1588",1970-12-15,"WC","0145","2","3402282.","1","30","100.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,15.0399569409188,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1928","1588",1970-12-15,"WC","0145","6","126442.","1","234","100.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,11.7475389839836,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1929","1588",1970-12-15,"WC","0145","7","634.","1","801","100.0",701215,"WC","145","A",17,5000,590215,1,6,7,0,0,0,0,0,5786687,720518,0,1.42,5.5,5,9,14,14,14,2322.1,736058.3,85,5311,85,1478123,11876.2,5717850.8,2472424.5,5361136.3,6.45204895443723,13.2882438505779,15.4946866933752,1970-12-15,"0145"
"1930","1589",1970-12-15,"WC","0146","6","11787999.","3","6","33.0 2 33.0 176 34.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,16.2825925380077,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1931","1589",1970-12-15,"WC","0146","7","1396865.","1","20","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,14.1497409979218,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1932","1589",1970-12-15,"WC","0146","4","13699349.","1","1","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,16.4328588714211,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1933","1589",1970-12-15,"WC","0146","5","13590112.","1","30","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,16.4248530274473,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1934","1589",1970-12-15,"WC","0146","10","601648.","1","234","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,13.307427835669,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1935","1589",1970-12-15,"WC","0146","11","33959.","1","801","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,10.4329091935842,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1936","1589",1970-12-15,"WC","0146","8","1211220.","1","24","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,14.0071386740785,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1937","1589",1970-12-15,"WC","0146","9","1033272.","2","18","50.0 22 50.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,13.848241024187,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1938","1589",1970-12-15,"WC","0146","1","19254999.","3","7","25.0 30 50.0 91 25.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,16.7732812732966,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1939","1589",1970-12-15,"WC","0146","2","16463533.","1","3","100.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,16.6166583717363,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1940","1589",1970-12-15,"WC","0146","3","15854962.","3","21","62.0 233 31.0 186 7.0",701215,"WC","146","A",17,5000,4754321,1,6,11,0,0,0,0,0,19254999,710414,0,0.33,1.75,9,18,18,18,18,9094.5,2567908.4,87,32553,76,5740906,120760.8,28753329.1,12913819.8,11101120.2,16.5789930692314,15.3745646570444,16.2225566701905,1970-12-15,"0146"
"1941","159",1955-07-12,"VR","0104","1","442404.","1","1","100.0",550712,"VR","104","P",17,2500,0,1,6,2,0,0,0,0,0,442404,0,-1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9999787707407,0,0,1955-07-12,"0104"
"1942","159",1955-07-12,"VR","0104","2","280737.","2","21","50.0 14 50.0",550712,"VR","104","P",17,2500,0,1,6,2,0,0,0,0,0,442404,0,-1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5451735669872,0,0,1955-07-12,"0104"
"1943","1590",1970-12-15,"WC","0171","6","22965633.","1","19","100.0",701215,"WC","171","A",17,5000,19017736,1,6,17,0,0,0,0,0,47169540,710130,0,0.08,1.75,32,19,19,19,19,204703.5,13056863.7,74,598250,74,37441886,2686724.5,175796203.2,93527589.3,43837830.7,16.949509439046,16.7608826279818,17.5960077399831,1970-12-15,"0171"
"1944","1590",1970-12-15,"WC","0171","7","18865597.","1","3","100.0",701215,"WC","171","A",17,5000,19017736,1,6,17,0,0,0,0,0,47169540,710130,0,0.08,1.75,32,19,19,19,19,204703.5,13056863.7,74,598250,74,37441886,2686724.5,175796203.2,93527589.3,43837830.7,16.7528505567849,16.7608826279818,17.5960077399831,1970-12-15,"0171"
"1945","1590",1970-12-15,"WC","0171","8","13606413.","1","24","100.0",701215,"WC","171","A",17,5000,19017736,1,6,17,0,0,0,0,0,47169540,710130,0,0.08,1.75,32,19,19,19,19,204703.5,13056863.7,74,598250,74,37441886,2686724.5,175796203.2,93527589.3,43837830.7,16.4260517836819,16.7608826279818,17.5960077399831,1970-12-15,"0171"
"1946","1590",1970-12-15,"WC","0171","9","11787999.","3","6","33.0 2 33.0 176 34.0",701215,"WC","171","A",17,5000,19017736,1,6,17,0,0,0,0,0,47169540,710130,0,0.08,1.75,32,19,19,19,19,204703.5,13056863.7,74,598250,74,37441886,2686724.5,175796203.2,93527589.3,43837830.7,16.2825925380077,16.7608826279818,17.5960077399831,1970-12-15,"0171"
